"site","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","thick","Article_ID","pool","pool_value","Study_ID","yr_samp","X1","MTBS_ID","MTBS_DISCOVERY_YEAR","lat","long","baecv_lyb","maxsat","last_year_burned","masterlyb","timesincefire"
"Upper Hoback",NA,NA,NA,"sagebrush","Peschel et al. 2015",NA,"PESC2015","AGBC_g_m2",60.849,1251,2013,"131",NA,1950,43.3,-110.66055556,1950,1950,NA,1950,63
"Upper Hoback",NA,NA,NA,"sagebrush","Peschel et al. 2015",NA,"PESC2015","AGBC_g_m2",1015.1865,1251,2013,"132",NA,1950,43.3,-110.66055556,1950,1950,NA,1950,63
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",48.125556,51,2013,"133",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",27.4332735,51,2013,"134",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",41.8538745,51,2013,"135",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",28.3718925,51,2013,"136",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",24.74541,51,2013,"137",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",70.140438,51,2013,"138",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",66.3432975,51,2013,"139",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",45.9496665,51,2013,"140",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",59.132997,51,2013,"141",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",47.442924,51,2013,"142",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",42.920487,51,2013,"143",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",56.1891465,51,2013,"144",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",19.796328,51,2013,"145",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",56.487798,51,2013,"146",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",28.841202,51,2013,"147",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",25.5987,51,2013,"148",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",15.273891,51,2013,"149",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",10.23948,51,2013,"150",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",107.2158885,51,2013,"151",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",67.5379035,51,2013,"152",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",36.862128,51,2013,"153",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",21.2042565,51,2013,"154",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",56.7011205,51,2013,"155",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",28.4572215,51,2013,"156",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",35.411535,51,2013,"157",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",33.2356455,51,2013,"158",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",53.7999345,51,2013,"159",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",81.489195,51,2013,"160",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",44.7550605,51,2013,"161",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",10.922112,51,2013,"162",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",88.8701535,51,2013,"163",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",104.186709,51,2013,"164",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",66.8552715,51,2013,"165",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",58.279707,51,2013,"166",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",115.364808,51,2013,"167",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",24.7027455,51,2013,"168",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",40.787262,51,2013,"169",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",21.417579,51,2013,"170",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",15.188562,51,2013,"171",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",21.2042565,51,2013,"172",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",32.2970265,51,2013,"173",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",16.6818195,51,2013,"174",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",61.948854,51,2013,"175",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",11.604744,51,2013,"176",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",15.7432005,51,2013,"177",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",21.588237,51,2013,"178",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",28.3718925,51,2013,"179",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",32.595678,51,2013,"180",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",29.3105115,51,2013,"181",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",25.513371,51,2013,"182",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",9.898164,51,2013,"183",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",NA,"ANDE2018","AGBC_g_m2",12.287376,51,2013,"184",NA,1950,43.28333333,-116.2,1985,1985,NA,1985,28
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",10.94344425,86,2010,"185",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.396653,86,2010,"186",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",26.281332,86,2010,"187",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",3.69047925,86,2010,"188",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",14.079285,86,2010,"189",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.089748,86,2010,"190",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",14.86857825,86,2010,"191",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",14.0366205,86,2010,"192",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",16.48982925,86,2010,"193",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",6.4423395,86,2010,"194",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",14.50593,86,2010,"195",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",42.55783875,86,2010,"196",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.87904125,86,2010,"197",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",8.4902355,86,2010,"198",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",3.5411535,86,2010,"199",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",8.68222575,86,2010,"200",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",8.5329,86,2010,"201",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",24.7880745,86,2010,"202",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",2.02656375,86,2010,"203",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.7297155,86,2010,"204",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",2.986515,86,2010,"205",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",3.41316,86,2010,"206",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",21.05493075,86,2010,"207",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",0,86,2010,"208",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Coleman Creek site 1",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",41.9392035,86,2010,"209",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.11933375,71,2010,"210",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",20.58562125,71,2010,"211",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",49.81080375,71,2010,"212",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",3.6264825,71,2010,"213",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",36.6488055,71,2010,"214",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",107.15189175,71,2010,"215",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",15.871194,71,2010,"216",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",30.889098,71,2010,"217",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",23.8494555,71,2010,"218",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",10.73012175,71,2010,"219",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",43.41112875,71,2010,"220",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",4.26645,71,2010,"221",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",9.215532,71,2010,"222",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",53.18129925,71,2010,"223",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",3.60515025,71,2010,"224",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",5.3330625,71,2010,"225",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",54.71722125,71,2010,"226",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.28173825,71,2010,"227",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",30.8464335,71,2010,"228",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",4.54376925,71,2010,"229",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",20.92693725,71,2010,"230",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",7.27429725,71,2010,"231",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",52.6053285,71,2010,"232",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",17.7057675,71,2010,"233",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Butte site 2",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",42.0245325,71,2010,"234",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",10.09015425,81,2010,"235",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",10.3674735,81,2010,"236",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",23.70012975,81,2010,"237",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",6.63432975,81,2010,"238",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",25.70536125,81,2010,"239",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",6.996978,81,2010,"240",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",8.04225825,81,2010,"241",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",10.73012175,81,2010,"242",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",4.45844025,81,2010,"243",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",24.55341975,81,2010,"244",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",24.2761005,81,2010,"245",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",65.25535275,81,2010,"246",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",46.86695325,81,2010,"247",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",5.290398,81,2010,"248",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",37.48076325,81,2010,"249",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",36.71280225,81,2010,"250",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.687051,81,2010,"251",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",11.7327375,81,2010,"252",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",12.6713565,81,2010,"253",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",85.90497075,81,2010,"254",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",6.12235575,81,2010,"255",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",69.5857995,81,2010,"256",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.28999175,81,2010,"257",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",1.47192525,81,2010,"258",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 3",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",22.84683975,81,2010,"259",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",4.50110475,96,2010,"260",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.28999175,96,2010,"261",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",24.148107,96,2010,"262",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",26.77197375,96,2010,"263",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",17.2791225,96,2010,"264",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",25.91868375,96,2010,"265",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",10.836783,96,2010,"266",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",5.82370425,96,2010,"267",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Warm Springs site 4",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",24.42542625,96,2010,"268",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
